date,sal_logger1,temp_logger1,n_logger1,sal_logger3,temp_logger3,n_logger3,stage_ft,n_stage,sal_logger1_z,sal_logger3_z,temp_logger1_z,temp_logger3_z,stage_ft_z,temp_mean,temp_mean_z
10/16/2025,0.348541667,26.92458333,48,4.391041667,26.29833333,48,1.679684211,95,1.84118338,2.148479472,0.642438706,0.512917893,-0.124836619,26.61145833,0.577500264
10/17/2025,0.324166667,26.66395833,48,4.50625,26.26458333,48,1.759368421,95,1.628109401,2.225873645,0.60235389,0.507825223,-0.062897834,26.46427083,0.555061439
10/18/2025,0.380833333,26.41708333,48,4.827708333,26.365625,48,2.068421053,95,2.123460874,2.441821583,0.564383861,0.523071797,0.177329739,26.39135417,0.543945249
10/19/2025,0.642708333,26.06791667,48,5.031875,26.39166667,48,2.426315789,95,4.412640291,2.578975814,0.510681103,0.527001327,0.455522432,26.22979167,0.519314948
10/20/2025,0.516458333,25.67833333,48,3.0025,26.085,48,1.518421053,95,3.309026348,1.215690746,0.450762154,0.480727187,-0.250186974,25.88166667,0.466243079
10/21/2025,0.506458333,25.41625,48,3.04,25.89541667,48,1.679684211,95,3.221611382,1.240882339,0.410453043,0.452120212,-0.124836619,25.65583333,0.43181465
10/22/2025,0.4775,25.31791667,48,2.300208333,25.621875,48,1.332315789,95,2.96847221,0.743908181,0.395329116,0.410844433,-0.394847174,25.46989583,0.403468364
10/23/2025,0.401458333,25.03083333,48,2.283333333,25.26729167,48,1.23,95,2.303754241,0.732571964,0.351174939,0.357339959,-0.474377556,25.1490625,0.354557127
10/24/2025,0.307291667,24.72875,48,2.287708333,25.02354167,48,1.250631579,95,1.480596646,0.735510983,0.304713722,0.320559563,-0.458340565,24.87614583,0.312950815
10/25/2025,0.237916667,24.17395833,48,2.547916667,24.65520833,48,1.657578947,95,0.874155321,0.910312651,0.219385294,0.264980297,-0.142019109,24.41458333,0.24258533
10/26/2025,0.217708333,23.72854167,48,3.106458333,24.31208333,48,2.050526316,95,0.697504244,1.285527441,0.15087903,0.213204815,0.163420104,24.0203125,0.182478502
10/27/2025,0.199791667,23.46270833,48,2.867708333,23.80979167,48,2.136736842,95,0.540885764,1.125140963,0.109993159,0.13741205,0.230431815,23.63625,0.123927939
10/28/2025,0.213541667,22.99104167,48,1.762291667,23.60354167,48,1.649368421,95,0.661081342,0.382548768,0.037449577,0.106290176,-0.148401177,23.29729167,0.072253535
10/29/2025,0.174166667,22.5125,48,2.481458333,22.94041667,48,2.056631579,95,0.316884914,0.86566755,-0.0361514,0.006228635,0.168165744,22.72645833,-0.014770355
10/30/2025,0.229375,21.41333333,48,1.041041667,22.11833333,48,1.164,95,0.799488371,-0.101969547,-0.205206145,-0.117818754,-0.525679561,21.76583333,-0.161218222
10/31/2025,0.169791667,21.40375,48,0.585416667,21.4425,48,0.989263158,95,0.278640866,-0.408047408,-0.206680087,-0.219797904,-0.661503053,21.423125,-0.213464316
11/1/2025,0.168333333,21.17145833,48,0.782291667,21.446875,48,1.024105263,95,0.26589285,-0.275791542,-0.242407161,-0.219137743,-0.634420176,21.30916667,-0.230837334
11/2/2025,0.1744,20.874,50,1.4816,21.1914,50,1.221368421,95,0.318924596,0.193986891,-0.28815704,-0.257687371,-0.481086909,21.0327,-0.272984845
11/3/2025,0.2125,20.27708333,48,1.682916667,20.70291667,48,0.690842105,95,0.651975616,0.329226562,-0.379964405,-0.331396543,-0.893466666,20.49,-0.355719791
11/4/2025,0.203958333,20.13583333,48,2.001875,20.63916667,48,0.624842105,95,0.577308666,0.54349506,-0.401689029,-0.341016032,-0.944768672,20.3875,-0.371345979
11/5/2025,0.18125,20.10458333,48,2.374583333,20.54854167,48,1.028421053,95,0.378803848,0.793871508,-0.406495362,-0.354690795,-0.631065499,20.3265625,-0.380635938
11/6/2025,0.173958333,20.19166667,48,2.190416667,20.699375,48,1.237684211,95,0.315063769,0.670152793,-0.393101715,-0.331930959,-0.468404595,20.44552083,-0.362500667
11/7/2025,0.152708333,20.21625,48,2.30875,21.22791667,48,1.636105263,95,0.129306966,0.749646266,-0.389320733,-0.252177228,-0.15871067,20.72208333,-0.320338546
11/8/2025,0.149791667,20.721875,48,2.055416667,21.471875,48,1.699473684,95,0.103810935,0.579463057,-0.311554268,-0.215365395,-0.1094542,21.096875,-0.263201328
11/9/2025,0.165208333,20.38895833,48,1.609166667,21.54854167,48,1.702210526,95,0.238575674,0.279683094,-0.362757734,-0.20379686,-0.107326844,20.96875,-0.282734062
11/10/2025,0.208333333,19.553125,48,0.276041667,19.73291667,48,0.038105263,95,0.615552714,-0.615878054,-0.491311114,-0.47776366,-1.400841046,19.64302083,-0.484842282
11/11/2025,0.210833333,18.84291667,48,0.434166667,18.72916667,48,-0.422842105,95,0.637406455,-0.509653502,-0.600543038,-0.629223447,-1.75913687,18.78604167,-0.615489278
11/12/2025,0.152291667,18.75729167,48,0.798541667,18.590625,48,0.305473684,95,0.125664676,-0.264875185,-0.613712389,-0.650128544,-1.19301474,18.67395833,-0.632576451
11/13/2025,0.132916667,19.08041667,48,1.185625,18.87354167,48,0.631578947,95,-0.04370182,-0.004841959,-0.564014908,-0.607438135,-0.939532103,18.97697917,-0.58638074
11/14/2025,0.126875,19.18625,48,1.379375,18.98541667,48,0.715263158,95,-0.096515029,0.125314607,-0.547737461,-0.590556876,-0.874484106,19.08583333,-0.569785856
11/15/2025,0.127291667,19.23479167,48,1.515833333,19.23708333,48,0.895684211,95,-0.092872738,0.216984017,-0.540271624,-0.552581903,-0.73424226,19.2359375,-0.546902384
11/16/2025,0.125416667,19.14604167,48,1.593541667,19.48166667,48,1.161578947,95,-0.109263044,0.269186597,-0.55392161,-0.515675761,-0.527561453,19.31385417,-0.535023941
11/17/2025,0.128333333,19.5425,48,1.656666667,19.733125,48,1.070421053,95,-0.083767013,0.311592446,-0.492945268,-0.477732224,-0.598418769,19.6378125,-0.485636295
11/18/2025,0.1375,19.4075,48,1.804166667,19.89166667,48,1.213473684,95,-0.003636627,0.41067938,-0.513708625,-0.453809248,-0.487223513,19.64958333,-0.483841825
11/19/2025,0.144583333,19.63375,48,1.694583333,19.85979167,48,1.098842105,95,0.058282307,0.337063946,-0.478910776,-0.458618992,-0.576326996,19.74677083,-0.469025531
11/20/2025,0.144791667,19.589375,48,1.515625,20.180625,48,1.128631579,95,0.060103452,0.216844064,-0.485735768,-0.410207188,-0.553171545,19.885,-0.44795241
11/21/2025,0.137708333,19.64770833,48,1.456458333,20.45,48,1.359684211,95,-0.001815482,0.177097327,-0.476763947,-0.369560134,-0.373573615,20.04885417,-0.422972743
